url,status,error_message,title,perma_link
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
https://heliumtrades.com/media-bias/reuters,success,,https://perma.cc/TN86-F8J6
https://heliumtrades.com/media-bias/coin-desk,success,,https://perma.cc/NUZ9-P6G2
https://heliumtrades.com/media-bias/mlb.com,success,,https://perma.cc/8K9F-WLE4
https://heliumtrades.com/media-bias/washington-free-beacon,success,,https://perma.cc/24NE-KHA4
https://heliumtrades.com/media-bias/engadget,success,,https://perma.cc/GA88-B2D2
https://heliumtrades.com/media-bias/nj.com,success,,https://perma.cc/G4HH-KCHW
https://heliumtrades.com/media-bias/seattle-times,success,,https://perma.cc/V2AS-E88S
https://heliumtrades.com/media-bias/nola.com,success,,https://perma.cc/M6X8-KRRE
https://heliumtrades.com/media-bias/just-the-news,success,success,,https://perma.cc/5C58-KEL2
https://heliumtrades.com/media-bias/bleacherreport.com,success,,https://perma.cc/U8JL-KQDE
https://heliumtrades.com/media-bias/sports-illustrated,success,,Sports Illustrated Media Bias | Helium Trades,https://perma.cc/8FXF-BKVK
https://heliumtrades.com/media-bias/the-verge,success,,The Verge Media Bias | Helium Trades,https://perma.cc/Z2J3-JU7T
https://heliumtrades.com/media-bias/collider.com,success,,collider.com Media Bias | Helium Trades,https://perma.cc/P55C-GVVX
https://heliumtrades.com/media-bias/newsweek,success,,Newsweek Media Bias | Helium Trades,https://perma.cc/SY4F-54VV
https://heliumtrades.com/media-bias/inquirer.com,success,,inquirer.com Media Bias | Helium Trades,https://perma.cc/XU2J-UX4V
https://heliumtrades.com/media-bias/politico,success,,Politico Media Bias | Helium Trades,https://perma.cc/BGL3-SLQJ
https://heliumtrades.com/media-bias/the-wall-street-journal,success,,The Wall Street Journal Media Bias | Helium Trades,https://perma.cc/7SVF-VHCA
https://heliumtrades.com/media-bias/snopes,success,,Snopes Media Bias | Helium Trades,https://perma.cc/7PME-B6KM
https://heliumtrades.com/media-bias/avclub.com,success,,avclub.com Media Bias | Helium Trades,https://perma.cc/DG9Z-KLNP
https://heliumtrades.com/media-bias/mlive.com,success,,mlive.com Media Bias | Helium Trades,https://perma.cc/HNY2-UGMU
https://heliumtrades.com/media-bias/wired,success,,Wired Media Bias | Helium Trades,https://perma.cc/9DU9-ZUD2
https://heliumtrades.com/media-bias/vogue,success,,Vogue Media Bias | Helium Trades,https://perma.cc/9MY3-RLNQ
https://heliumtrades.com/media-bias/cnn-(opinion),success,,CNN (Opinion) Media Bias | Helium Trades,https://perma.cc/5W6P-379S
https://heliumtrades.com/media-bias/foxsports.com,success,,foxsports.com Media Bias | Helium Trades,https://perma.cc/A3YE-FW4Y
https://heliumtrades.com/media-bias/live-science,success,,Live Science Media Bias | Helium Trades,https://perma.cc/UU7Y-6ZAG
https://heliumtrades.com/media-bias/usa-today,success,,USA Today Media Bias | Helium Trades,https://perma.cc/F6TB-TAG6
